news,company,sentiment
Google unveiled conversational features for its search engine and made its chatbot Bard widely available for English speakers amid a race to win over consumers with AI products. B1 ,Alphabet,positive
Robinhood Markets said it would offer 24-hour trading of selected stocks and exchange-traded funds five days a week. B1 ,Robinhood,positive
"BUSINESS & FINANCE Disney's streaming losses narrow, Hulu headed to one-app offering. B1 ",Disney,positive
Prosecutors Probe Icahn's Firm After Short Seller's Harsh Report ,Icahn Enterprises,negative
"Activist investor Carl Icahn disclosed that his investment company is under investigation by federal prosecutors and went on the attack against the short seller that likely spurred the inquiry, accusing it of 'wantonly destroying property and harming innocent civilians.' ",Icahn Enterprises,negative
"Mr. Icahn, was targeted by short seller Hindenburg Research early this month. The next day, the U.S. Attorney's Office for the Southern District of New York contacted Icahn Enterprises asking for information about the value of its assets, corporate governance, dividends and other topics, the firm said in a securities filing Wednesday. ",Icahn Enterprises,negative
Icahn Enterprises said in the filing that it is cooperating ,Icahn Enterprises,positive
Microsoft Goes Hollywood ,Microsoft,neutral
"What Hollywood producers might not know is that Mr. Badoo is already the star of a hit show-just not one they would ever see. The 35-year-old plays Nelson, one of the most popular characters of 'Trust Code,' a series of Microsoft compliance training videos that has made him a celebrity among the company's 221,000 employees in 190 countries. ",Microsoft,neutral
"The panel of FDA advisers voted 17-0 on Wednesday that there was enough evidence for the agency to approve the medication's sale over the counter. The FDA, which is expected to make a final decision this summer, doesn't have to follow the expert panel's advice, though it often does. The FDA approved the pill, called Opill, for prescription use in 1973. HRA Pharma, owned by Dublin-based generic drugmaker Perrigo, last July submitted its application ",Perrigo,positive
"In earnings reports, companies report effortlessly raising prices. The new buzzword among chief financial officers is 'elasticity': how sensitive sales volume is to price increases. The less sensitive, the better for companies. 'Our elasticities remain favorable on an aggregate basis,' Procter & Gamble Chief Financial Officer Andre Schulten said last month, describing a quarter in which the company's sales volume dropped 3% from a year earlier while it raised prices about 10%. ",Procter & Gamble,positive
"'When Coca-Cola, Pepsi, Kimberly-Clark, Kraft Heinz, and Conagra are raising prices, that filters through to restaurants, and when you have Hilton and Marriott talking about average daily revenue going up, that translates into services' inflation, said Samuel Rines, strategist for market advisory Corbu. 'That is going to continue until the consumer pushes back.' ",Coca-Cola,positive
"Daniel Perry, 36 years old, who was then working as an Uber driver, ran a red light into a crowd of social-justice ",Uber,neutral
"He has acknowledged lying about whether he graduated from Baruch College, and admitted that he was never an employee of Citigroup and Goldman he Sachs, claimed. Mr. Santos has defended his experience in the financial-services sector, saying in one interview: 'I did work in the industry for a number of years.' ",Citi,neutral
"On Wednesday, investors saw a 14% chance that the Fed would raise rates at its next meeting, according to CME Group. ",CME,neutral
"Carl Icahn says his firm would pay its dividend, a major component of the stock's allure. ",Icahn Enterprises,positive
Icahn Company Is Investigated ,Icahn Enterprises,negative
"Until Wednesday, the normally loquacious and media-friendly Mr. Icahn had spoken publicly in the aftermath of the report only through short company statements that said Icahn Enterprises would pay its quarterly $2 dividend as expected and that its longterm performance would speak for itself. ",Icahn Enterprises,positive
"Hindenburg, a well-known short seller, alleged that Icahn was highly leveraged and relying on inflated valuations of its assets to trade at several times the value of its held assets. ",Icahn Enterprises,negative
"'Confidence games never last forever,' Hindenburg's report concluded. 'We expect Icahn Enterprises will be no different.' ",Icahn Enterprises,negative
"the value of one of the holdings that Hindenburg highlighted in its report as overvalued. In its filings, Icahn acknowledged that its autoparts division filed for chapter 11 bankruptcy at the end of January. In March, Icahn reported that the auto-parts division at the end of the year was valued at $381 million. Mr. Icahn is typically on the giving end of these criticisms during his high-profile proxy fights. ",Icahn Enterprises,negative
"The day before Hindenburg's report was published, Mr. Icahn lashed out at the board at Illumina, a company that makes gene-sequencing machines. In the letter, Mr. Icahn announced a contest to come up with a synonym for 'liars' (written in bold and capital letters three times) that might pass regulatory scrutiny on coming proxy materials. ",Icahn Enterprises,neutral
"Frankly speaking, we have heard fibs told by six-year-olds that have more credibility than this whopper,' Mr. Icahn wrote in the letter referring to a statement by Illumina's board. ",Icahn Enterprises,neutral
Icahn reported other potential write-downs in its filing as well. The company marked ,Icahn Enterprises,negative
"On Wednesday, the company said that Icahn's assets were booked using accepted valuation methodologies. ",Icahn Enterprises,positive
"Icahn reiterated that it would pay its dividend, a major component of the stock's allure for individual investors who make up most of its public ownership. ",Icahn Enterprises,positive
"Mr. Icahn and his affiliates owned about 84% of the company at the end of the quarter and have historically taken the dividend in shares, rather than cash. That limits the company's cash outlays. With the share-price decline, the stock is now yielding about 23%. ",Icahn Enterprises,neutral
"The company also disclosed Wednesday that its board, chaired by Mr. Icahn, authorized a $500 million buyback program for the company's shares and the same amount for its bonds. ",Icahn Enterprises,positive
"Facebook parent Meta Platforms is another company that has its compliance training videos as a TV show. In a pilot that launched last year, Bianca, a newly hired Meta engineer, struggles to finish a fictional game called 'Zombies vs. Robots' ahead of the PAX West gaming convention. ",Meta,neutral
"Even though we haven't tested it yet, I'm intrigued. Samsung has had folding phones for years, and I was never convinced of their appeal. I couldn't come up with a reason to lug around a mini tablet. But with Google's relatively thin, hand-friendly model entering the fray- bringing along practical gimmicks like a dual-screen face-to-face translation app-folding phones are starting to make sense. ",Alphabet,positive
Google's Pixel Fold looks like a regular phone from the outside. Flip it open to expand the larger screen. ,Alphabet,neutral
"More money, more cameras You could turn the Pixel Fold into a mini laptop, with a keyboard on one side of the screen and an app with text input propped up on the other side. It isn't a laptop replacement- typing on the world's tiniest laptop would only be fun for minutes, not hours-but it costs as much as one. The Pixel Fold starts at a whopping $1,799, the same price as Samsung's Galaxy Z Fold 4. Google's nonfolding phone options are the $899 Pixel 7 Pro and the newly in",Alphabet,neutral
"Google is now accepting preorders for the Pixel Fold, which will ship in June. A Verizon spokesman said the device will be widely available at the carrier on June 27. ",Alphabet,neutral
"Foldable fans who are ready to dive in might like the clean, bloatware-less version of Android found in a Pixel Fold. But they may want to see what Samsung has in store in August, when the next Galaxy Z Fold is due. Sorry, Apple people, there's still no buzz of an iFold in the works. -Dalvin Brown contributed to this article. ",Apple,negative
"sue on the Samsung that isn't on the new Google phone: The Samsung Galaxy Z Fold's two screen halves don't lie flat when folded, leaving a small gap where the hinge is. The Pixel Fold's screens are flush. When opened, the Pixel Fold has a big black border around the large interior screen. While some may be ",Alphabet,positive
"Google says the Pixel Fold is the thinnest foldable phone, at least in the U.S., U.K., Germany and Japan, where the device will be sold in June. The difference is millimeters- a closed Galaxy Z Fold is 15.8 mm at its thickest point, while the Pixel Fold is 12.1 mm. That's still like two Hershey's bars stacked on top of each other, so it isn't exactly sleek. ",Alphabet,positive
"Parallel processing What is all this screen good for, exactly? Seeing the big picture-literally. Google optimized most of its Android apps to work on the Pixel ",Alphabet,neutral
"peers they most admire carve out personal time and live life on their own terms. Fancy titles and fat salaries are far less impressive, according to Deloitte's annual survey of millennials and Gen Zers, shared with The Wall Street Journal ahead of next week's release. Yet those young professionals are roughly twice as likely to say their jobs are important to their own sense of identity as they are to define themselves by hobbies, volunteering or exercise. They applaud friends and co-workers who prioritize self-care or take that backpacking sabbatical to Europe. Then they answer another weekend email while their Peloton gathers dust. ",Peloton,negative
"full release, the dynamic is already shifting: The Jets will play the Dolphins in the league's first game on Black Friday. The showdown, which will be streamed on Amazon, isn't technically prime time because it will be played in the afternoon but was a hotly anticipated spot as the NFL invades a new day on the calendar. ",Amazon,positive
"See San Francisco. This former urban jewel is effectively collapsing as retailers like Nordstrom, Walgreens and Whole Foods flee its unmitigated crime and disorder. The Biden administration opened the border hydrants and let millions pour into the U.S. mainland. Pity the poor people in Africa, Asia and Europe who stupidly stood in the official immigration line for years to bring their talents and work ethic to America. ",Nordstrom,negative
"The failure of First Republic Bank on May 1 reflects these perverse incentives. JPMorgan Chase could have bought First Republic weeks ago, but it waited until it could extract more money from the government. By the FDIC's estimate, the takeover comes with a taxpayer-funded subsidy of $13 billion, including a loss-sharing agreement in which the FDIC will absorb 80% of First Republic's losses on residential and commercial loans. ",JPMorgan,positive
Rockwell Is Probed Over Its Operation In China ,Rockwell,negative
"WASHINGTON-The Biden administration is investigating whether Rockwell Automation, one of the world's largest industrial technology and information companies, is exposing critical U.S. infrastructure, military and other government assets to a potentially serious cyberattack through one of its China-based facilities, according to U.S. officials and documents reviewed by The Wall Street Journal. ",Rockwell,negative
"A spokeswoman for Rockwell Automation said the company hasn't been notified of any investigation related to the company's work in Dalian but would fully cooperate if it receives such a notification. She added that Rockwell's supply chain, development practices and hiring processes comply Please turn to page B2 ",Rockwell,positive
"Rosario Dawson stars in 'Ahsoka,' a coming offering in the 'Star Wars' franchise, to be shown on Disney's streaming service. ",Disney,positive
Operating losses for Disney's direct-to-consumer segment ,Disney,negative
Robinhood to Offer 24-Hour Trading ,Robinhood,positive
Users of Robinhood Markets' popular app will soon be able to trade Tesla shares in the middle of the night. ,Robinhood,positive
"Robinhood said Wednesday that it will offer 24-hour trading of selected stocks and exchange-traded funds, five days a week. The move is part of a growing push in parts of the financial industry to expand trading beyond traditional Wall Street operating hours. ",Robinhood,positive
"low round-the-clock trading between 8 p.m. Eastern time Sunday and 8 p.m. ET Friday in 43 securities, including some popular stocks such as Amazon.com, Apple and Tesla. Robinhood will begin to roll out the feature next week, and all customers are expected to have it by June, the company says. Over time Robinhood plans to make more stocks and ETFs available for overnight trading, Chief Executive Vlad Tenev said in an interview. ",Amazon,positive
"Robinhood is hoping that 24/5 trading will help it regain some of the buzz it has lost as the pandemic-era boom in individual-investor activity has faded and the company's stock has slumped since its 2021 initial public offering. Late Wednesday afternoon, the firm said first-quarter revenue rose 47% from a year earlier, push",Robinhood,neutral
"ing its shares up modestly in after-hours trading. Still, Robinhood lost $511 million for the period, marking its seventh straight quarterly loss as a public company. ",Robinhood,negative
"Shares of publicly traded crypto companies such as Coinbase Global, Marathon Digital and Riot Platforms have soared this year. ",Coinbase,positive
Google Unveils Search Revamped for AI Era ,Alphabet,positive
"MOUNTAIN VIEW, Calif.- Google unveiled conversational features for its search engine and made its chatbot Bard widely available for English speakers, a show of force as it races Microsoft and a growing number of startups to win over consumers with artificial-intelligence products. ",Alphabet,positive
"Calling the moment a new era in search, Google introduced a set of features-called Search Generative Experience-that use AI programs to provide lengthier summaries ",Alphabet,positive
"Google stopped short of rolling out the product immediately, instead opening a wait list under a new experimental program called Search Labs. Shares in Alphabet, Google's parent, were up more than 4% on Wednesday. ",Alphabet,positive
The unveiling was part of a litany of AI-focused announcements at Google's I/O develPlease turn to page B2 ,Alphabet,positive
BUSINESS NEWS Estee Lauder and L'Oreal target the China market with local investments. B2 ,Estee Lauder,positive
"Walt Disney said it would make Hulu content available within Disney+ in the U.S. by the end of the year, the latest effort by newly returned Chief Executive Robert Iger to get the company's streaming business to profitability. ",Disney,positive
"'We will soon begin offering a one-app experience domestically that incorporates our Hulu content via Disney+,' Mr. Iger said during a call with investors to discuss the company's latest quarterly results. Mr. Iger said the company's major streaming platforms- which beyond Disney+ and Hulu include ESPN+-would remain available as standalone options but said the upcoming one-app offering would provide greater opportunities for advertisers and make navigating Disney's various content libraries easier for consumers. 'We also think that it will benefit consumption in general, lower churn, be more attractive,' Mr. Iger said. 'It's just an all-in-one, it's a bigger platform.' ",Disney,positive
The move comes as Disney announced it had dramatically reduced its streaming business's losses in the latest quarter-largely the result of price increases for Disney+- but also reported that Disney+ suffered its first-ever domestic subscriber loss. ,Disney,positive
Disney shares were 4.5% lower in after-hours trading. Mr. Iger also confirmed that Disney has held negotiations with rival Comcast-which ,Disney,negative
"Mr. Carlson said Tuesday that he is launching a show on Twitter, just weeks after Fox News canceled his nightly telecast. Mr. Carlson was one of Fox's most popular anchors, but his brand of programming repelled blue-chip advertisers, and he was the target of organized advertiser boycotts. ",Fox,negative
"Disney on Wednesday said its direct-to-consumer segment, which includes streaming, lost $659 million in the quarter ending April 1, far less than the $845 million loss that analysts polled by FactSet had anticipated. ",Disney,positive
"Price increases to Disney+ and Disney's other streaming bundles implemented in December, along with a new ad-supported tier for the service, are starting to show up in the company's financial results. ",Disney,positive
"The global subscriber base for Disney+ fell by four million from the previous quarter to 157.8 million, mainly the result of in India, where Disney last year lost the rights to stream a popular cricket league that had been a major driver of new signups. ",Disney,negative
"Hulu's unusual joint ownership arrangement is the result of Disney's 2019 acquisition of 21st Century Fox's major entertainment assets, a deal that boosted Disney's stake in Hulu from one-third to two-thirds. Under an agreement reached that same year, both Disney and Comcast have the right to force a sale of Comcast's stake at fair-market value, starting ",Disney,neutral
Google Unveils AI In Search ,Alphabet,positive
"Continued from page B1 oper conference, the company's biggest annual showcase for new products, as it battles concerns that services such as the ChatGPT bot developed by Microsoft-backed OpenAI could chip into its dominance in search and online advertising. 'Looking ahead, making AI helpful for everyone is the most profound way we'll advance our mission,' Google Chief Executive said Wednesday during a keynote address to open the conference. Google said Bard, its answer to ChatGPT, is now freely available in English in more than 180 countries and territories, and would soon support 40 languages, including Japanese and Korean. The chatbot previously could only be accessed from a waiting list. ",Microsoft,positive
"A new version of Google's flagship AI program, PaLM 2, short for Pathways Language Model, will be used in 25 products across the company, including Bard and the search features. ",Alphabet,positive
"BUSINESS & FINANCE Estee Lauder, L'Oreal Target China With Local Investments ",Estee Lauder,positive
"Estee Lauder and L'Oreal for years have aimed to boost their business in one of the world's largest consumer markets, where demand for beauty products is high. ",Estee Lauder,positive
"Paris-based L'Oreal has established its own Chinese venture fund to make investments in local brands. Estee Lauder in December opened a research lab to develop skin-care formulations and products for customers in Asia. Coty, the maker of products including CoverGirl makeup and Hugo Boss cologne, in the March quarter introduced products in the country from brands it owns and licenses. ",Estee Lauder,positive
"'Success to us in China would be to grow market share in a growing market again,' Estee Lauder Chief Executive Fabrizio Freda said at an analyst conference in March. ",Estee Lauder,neutral
"Estee Lauder, with brands including Clinique and MAC Cosmetics, last week cut its outlook for the year as it deals with a slow recovery of travelers visiting duty-free stores in Asia. The New York company's shares last week posted the largest single-day percentage decline on record. ",Estee Lauder,negative
"'Local Chinese brands will be more successful in the future, and Estee Lauder and L'Oreal want to make sure they're part of it. They don't want to be reactive, but proactive,' said Jason English, an analyst at Goldman Sachs. ",Estee Lauder,positive
"L'Oreal and Estee Lauder have launched their own Chinese-centered skin-care brands in the past. L'Oreal's brand YueSai, acquired in 2004, is advertised as 'augmented traditional Chinese beauty.' Osiao, Estee Lauder's brand, entered the Chinese market in 2012 but didn't find long-term success. Analysts expect deal making to help boost large beauty brands. Since companies such as Estee Lauder and L'Oreal ",Estee Lauder,negative
Analysts expect beauty companies like Estee Lauder to expand in China through deal making. ,Estee Lauder,positive
Google employees are testing the new AI search features under the code name 'Magi' before they are released to users in the coming weeks. They will initially only be available in Google's Chrome desktop browser and the mobile app. ,Alphabet,neutral
"features appear prominently at the top of results for a range of search queries, according to a demo provided to the Journal. Some queries automatically returned lengthier responses; others required clicking a 'generate' button to produce the same result. A button at the bottom of the response invited users to ask follow-up questions, triggering what Google described as a new conversational mode in the search engine. ",Alphabet,neutral
"Google designed the technology to surface links that broadly corroborate the information presented in the passages, Ms. Reid said. If the program cannot corroborate an answer, it won't display that passage, she added. ",Alphabet,positive
"Estee Lauder reported a 12% decline in quarterly sales and said that it was dealing with high levels of unsold products, in part from slower business in the Chinese island province Hainan. ",Estee Lauder,negative
"Coty, whose overall earnings performance is less dependent on China, reported sales rose nearly 9% in the March quarter. The New York company said Tuesday that the month of April was marked by higher sales in China, including in Hainan, when compared with last year and two years ago. ",Coty,positive
"As with Bard, Google called the new AI search features an experiment and said it would listen to user feedback. The company said it restricted the search engine's ability to hold free-flowing conversations after finding such outputs displayed a higher likelihood of inaccuracies. ",Alphabet,neutral
"Google will also restrict responses for certain dangerous and explicit topics and include extra disclaimers around health queries, though content that violates company policies might still appear, it said. ",Alphabet,neutral
Google has been retooling its search engine in response to threats ranging from AI bots such as ChatGPT to the short-video app TikTok. Microsoft last week removed the wait list for a version of its Bing search engine that uses the technology behind ChatGPT to engage in conversations. ,Alphabet,negative
"The new AI search features will include clearly labeled advertisements in dedicated slots, Google said. Ads on the search engine and other Google websites brought in $162 billion of revenue last year, the majority of sales at Alphabet. ",Alphabet,positive
Rockwell Is Probed Over China ,Rockwell,negative
determined. The investigation is in its early stages and could result in no action against Rockwell. ,Rockwell,negative
"Authorities are reviewing concerns about Rockwell's Dalian operations in the context of a federal directive that restricts vendors from countries including China are deemed a threat to national security from providing technology and hardware to the federal government, according to the investigative memorandum. The focus of government investigators on business practices in China of a major U.S. government contractor shows the extent to which relations between the two countries have become defined by mutual suspicion and U.S. concerns over Beijing's efforts to boost its technological prowess and ",Rockwell,negative
"intelligence-gathering by infiltrating American computer networks. The scrutiny of Rockwell comes after the U.S. government campaigned globally to stymie China's Huawei Technologies, a provider of telecommunications-infrastructure hardware, saying it threatened U.S. national security because Beijing can compel Chinese companies to hand over data. ",Rockwell,negative
"In the memorandum, the whistleblower alleged that Rockwell does its code development, support and patching- updating software to fix vulnerabilities-using only Chinese nationals at the facility in Dalian. ",Rockwell,negative
"and government entities that do business with Rockwell are worried about potential security implications, the memorandum said and U.S. officials confirmed. ",Rockwell,negative
Among those concerns: the potential for Chinese nationals working at the facility or the Chinese operating state through those employees to identify and exploit vulnerabilities in Rockwell code to hack into U.S. systems before those bugs are addressed. ,Rockwell,negative
"Rockwell Chief Financial Officer Nick Gangestad said Wednesday that security is a top priority and, if necessary, the company would consider moving its software operations out of China. ",Rockwell,positive
"Livent, Allkem deal to create $10.6 billion firm as demand soars for EV battery metal ",Livent,neutral
"ADELAIDE, Australia-Lithium producers Livent and Allkem said they had agreed to a merger that will create a global mining company worth $10.6 billion, illustrating how a surge in demand for the battery mineral used in electric vehicles is sparking a rush to do deals. ",Livent,neutral
"The combined group will be able to produce lithium more quickly than either of the companies can alone, said Livent Chief Executive Paul Graves, who will lead the new entity. ",Livent,neutral
"Once a tiny market largely ignored by commodities traders, lithium has experienced rapid growth in recent years as automakers such as Tesla increased sales of electric vehicles. Lithium, a silvery",Tesla,positive
"Mr. Graves said bringing together Allkem and Livent would create a company with greater scale, a larger product range and a wider geographic footprint to meet the growth in lithium demand. Livent's expertise is in lithium processing, while Allkem has a large resource base and a skill ",Livent,positive
"lithium to automakers more smoothly, said Mr. Graves. 'You have to be integrated from resource all the way through the chemical processing capabilities. Otherwise you only have half the answer for your customers,' he said. Allkem was formed in 2021 by a merger of Orocobre and Galaxy Resources, two of Australia's top lithium miners. Mr. Graves said that alliance sparked his interest in a deal given the fit of those assets with Livent's own. ",Livent,neutral
"The combined company would have annual revenue of $1.9 billion and earnings before interest, tax, depreciation and amortization of $1.2 billion, based on financial data for last year. The deal is expected to close by the end of the year, Livent and Allkem said. ",Livent,neutral
"Continued from page B1 of improvement. In an April interview with the BBC, Mr. Musk said many advertisers had returned to the platform or indicated they planned to do so. Among the brands that have resumed spending on Twitter are Oreo maker Mondelez and pharmaceutical giant Eli Lilly, according to the companies. ",Mondelez,neutral
"advertisers have remained on the sidelines, say top ad-buying executives. Companies such as General Motors, United Airlines and Boston Beer say they have kept in place a pause on Twitter spending. ",General Motors,neutral
"Mr. Carlson remains under contract with Fox and is headed for a potential battle with the company over his move to Twitter. On Tuesday, Mr. Carlson's lawyer sent Fox executives a letter alleging that had company breached his contract. ",Fox,negative
A Fox News spokeswoman had no comment on Mr. Carlson's move to Twitter and referred to an earlier statement that said Fox and Mr. Carlson were parting ways and thanked him 'for his service to the network.' ,Fox,negative
"Credit rating is important, even more so than market capitalization,' Mr. Powers said. 'The bank wants to know if the off-taker is going to be there in year four, year seven, year 10, and be able to pay that price.' Credit concerns can also create challenges for multinationals that dominate the corporate renewable-energy market. Microsoft needs tens of thousands of suppliers to secure more renewable electricity so it can decarbonize its supply chain. By 2030, it aims to reduce its entire carbon footprint by more than half. ",Microsoft,neutral
"'I get a little nervous when I start thinking about [the fact that] we have a lot to do between now and 2030,' said Brian Janous, Microsoft's general manager of energy and renewables. ",Microsoft,negative
"advertisers largely avoided Mr. Carlson and his Fox News show 'Tucker Carlson Tonight' to stay clear of associations with controversial comments made by the former opinion host, according to ad buyers and former Fox News executives. ",Fox,negative
"For example, advertisers including brokerage firm TD Ameritrade and restaurant chain IHOP pulled ads in 2019 after Mr. Carlson said on air that certain immigrants were making the U.S. 'dirtier and more divided.' At the time, Fox blamed the boycott of Mr. Carlson on advocacy groups that called out brands for advertising on the network, calling it an attempt at censorship. ",Fox,negative
The void at Fox has been filled by lesser-known companies and 'direct response' advertisers that often pay lower rates for ads that encourage people to take actions such as calling a toll-free number. ,Fox,negative
"Chief information security officers, under pressure to justify their own budgets, are changing purchasing strategies. Younger companies without established relationships with security chiefs, or track records with potential customers, may find it harder to win business in the future as a result. John Visneski, CISO at Amazon.com's MGM Studios, ",Amazon,neutral
"If TikTok hypothetically was to be banned in the U.S., customers in countries that are U.S. allies in particular may have substantial concerns over using any business product from ByteDance,' said uct Gary Wang, a former Boston Consulting Group consultant specializing in tech strategy and U.S.-China tech dynamics. ByteDance executives, concerned that users could leave TikTok for alternatives such as Instagram Reels and YouTube Shorts, have pushed another app in the U.S. Lemon8, combining elements of Instagram and Pinterest, had largely focused on Japan and Southeast Asia since its debut in 2020. It has more than five million users. ",Meta,positive
"Microsoft agreed to buy electricity from Helion Energy, which aims to achieve fusion by 2028. A power test by the startup. ",Microsoft,neutral
Many experts believe fusion power remains decades away. Microsoft thinks it could be just around the corner. ,Microsoft,neutral
"Helion, which is backed by OpenAI founder Sam Altman, committed to start producing electricity through fusion by 2028 and target power generation for Microsoft of at least 50 megawatts after a year or pay financial penalties. ",Microsoft,neutral
"'We wouldn't enter into this agreement if we were not optimistic that engineering advances are gaining momentum,' said Microsoft President Brad Smith. ",Microsoft,neutral
"Mr. Altman, the chief executive officer of OpenAI-the artificial-intelligence startup behind the viral chatbot ChatGPT -said having a first customer is critical for keeping Helion grounded in the realities of business, including working with clients, utilities and electric-grid operators. ",Microsoft,neutral
Microsoft earlier this year struck a multibillion-dollar partnership with OpenAI to expand the use of artificial intelligence in its products. ,Microsoft,positive
Microsoft Freezes Pay For Full-Time Workers ,Microsoft,negative
"Microsoft said it won't raise salaries for full-time employees this year, the latest sign of tech companies' belt-tightening amid concerns about a slowing economy.",Microsoft,negative
"company, which is in the midst of embracing new artificial-intelligence tools that could revolutionize work and learning, said it plans to offer promotions, bonuses and stock awards to full-time employees this year. 'As a company we recognize that navigating both a dynamic economic environment and a major platform shift requires us to make critical decisions in how we invest in our people, our business and our future,' a Microsoft spokesperson said Wednesday. ",Microsoft,neutral
Microsoft said last month that its growth remained subdued in the first three months of the year. Economic concerns have damped consumer demand and hurt corporate orders for the company's software and cloud services. Its ,Microsoft,negative
"Continued from page B1 tors who wish to buy or sell stocks even later at night have few options. Rival brokerages E*Trade and TD Ameritrade allow overnight trading between 8 p.m. and 4 a.m. ET, but only in about two dozen ETFs. Robinhood is set to become the first U.S. brokerage to provide overnight trading in individual stocks. ",Robinhood,positive
"Trading activity is typically thin outside of normal market hours, meaning that relatively small bursts of buying or selling can trigger price swings. As a safeguard, Robinhood customers trading overnight will only be able to place limit orders-in which the investor specifies a maximum price to buy or a minimum price to sell-and not riskier market orders. ",Robinhood,neutral
"Robinhood will route customers' nighttime stock orders to Blue Ocean, a trading platform that runs a special session between 8 p.m. and 4 a.m. ET. Other U.S. brokers that offer overnight trading use Blue Ocean as well. Electronic market-making firms such as Jane Street Group and Virtu Financial take the other side of investors' orders on Blue Ocean, and seek to profit by buying stocks for a slightly lower ",Robinhood,neutral
"downbeat outlook comes as the company has drawn attention for its focus on AI. Earlier this year, Microsoft said it was deploying the technology behind the viral chatbot ChatGPT across its products. Microsoft has said it is investing billions in OpenAI, the startup behind ChatGPT. ",Microsoft,positive
"Still, Microsoft, like other tech companies, has been cutting staff. It said in January that it planned to eliminate 10,000 jobs, its largest layoffs in more than eight years. ",Microsoft,negative
"Facebook parent Meta Platforms, Google parent Alphabet, Amazon and Salesforce are among the many tech companies that have announced layoffs. Tech companies have slashed more than 192,000 jobs this year, according to data tracker Layoffs.fyi. ",Meta,negative
"Earlier this week, Microsoft's LinkedIn said it was closing its China-focused jobs app and cutting 716 positions globally. ",Microsoft,negative
"Fortress is led by Wesley Edens, co-owner of the Milwaukee Bucks basketball team, and Peter Briger Jr., a veteran credit investor. The drop in Fortress's value since 2017 including comes as rivals, Blackstone and KKR, have surged during that period. ",Blackstone,positive
"is For Mubadala, the deal part of an effort to expand in the credit world, which may become more active as regional banks pull back from some lending markets on the heels of the collapse of Silicon Valley In March, Mubadala formed a joint venture with Los Angeles's Ares Management to buy second-hand stakes in private-credit funds. ",Ares,neutral
"moves in the bond market, led the way in trading Wednesday. Shares of Alphabet and Advanced Micro Devices were some of the top gainers in the broad S&P 500, adding 4.1% and 2.1%, respectively. Amazon shares added around 3.4% and notched their seventh consecutive day of gains, the longest winning streak since July 2022. Moves in major indexes have been broadly muted in recent sessions as investors have awaited new economic data. There has been more action in individual stocks. ",Alphabet,positive
"Airbnb shares dropped 11%, one of their largest one-day falls on record. The company reported earnings that showed higher profit for the first quarter, but customers reserved fewer-than-expected stays and the company gave a mixed outlook for the next quarter. ",Airbnb,negative
"Regulators remain skeptical of the industry, and a showdown appears in the offing with the publicly traded Coinbase Global, the largest crypto exchange in the U.S. ",Coinbase,negative
General Motors expects to make between $11 billion and $13 billion in operating profit this cal,General Motors,neutral
"Toyoda as chief executive in April, with the family scion moving into the chairman role. The generational change signaled a new approach, but not radical change. Mr. Sato has created a dedicated EV division responsible for coming up with a second generation of the technology using a new manufacturing approach benchmarked against Tesla. It is an admission that Toyota's early efforts to build EVs by adapting its existing production system came up short. ",Tesla,positive
"with other global carmakers, albeit late. Consumers will have to wait until 2026 for the company's new generation of EVs, by which time it might have lost share in markets that are migrating rapidly to the new technology. The most immediate risk is in China, but Toyota may also come under pressure in the U.S. as Tesla and others move into the mass market. ",Tesla,positive
"Such huge costs have forced the likes of GM, Ford Motor and even VW to cut back on other bets such as hybrids, car sharing and, in some cases, autonomous vehicles. This is where Toyota is different: It is talking about the potential of hydrogen fuel cells and framing ",General Motors,negative
"ued at $22 billion, stumbled from one controversy to another over the past year as a funding winter set in and investors started questioning their portfolio companies on cash burn, acquisitions and the basic economics of running a business. Byju's hasn't filed its financial results for the past two years, and the accounts filed for the year before raised eyebrows on uninspiring numbers. Investor BlackRock marked its investment down by nearly 50%, according to local media reports in March, at a time when Byju's expected growth ",BlackRock,negative
"Only 26% of India's households earned more than $10,000 in 2021, according to a Morgan Stanley report last year. This is a sobering reality for those such as McKinsey Managing Partner Bob Sternfels, who declared it isn't the decade but rather the century that belongs to India. ",Morgan Stanley,neutral
Carvana Can't Afford To Drive Away Sales ,Carvana,negative
Online used-car retailer Carvana is doing what it can to minimize its cash burn. How long can it continue doing so without driving away customers? ,Carvana,negative
"Carvana last week reported it sold 79,240 used cars in the first quarter-25% fewer than a year earlier. This is a direct result of what Carvana is doing to stop its cash bleed: reducing operating expenses and inventory. The first quarter marked the fourth consecutive quarter of Carvana decreasing both on a sequential basis. ",Carvana,negative
"its first quarter compared with a year earlier, while marketing spending fell 64%. Notably, selling down its inventory helped Carvana minimize its quarterly cash burn (or negative free cash flow) to $98 million last quarter. Without that inventory benefit, its cash burn would have been nearly five times that amount. ",Carvana,positive
"Intentionally shrinking sales clearly isn't a viable long-term strategy for any business. Chief Executive Ernie Garcia III said on the earnings call last Friday that the company probably has one to two more quarters to go to get its inventory in alignment with sales. The goal is to keep inventory at a level where it takes roughly 65 days on average to sell-around the level of larger rival CarMax. Carvana said it reached that level during the first quarter. There might not be much more room to downsize. Seth Basham, equity analyst at Wedbush, estimates $1.4 billion is the minimum inventory Carvana can carry before it starts hurting the company's ability to sell. Carvana held roughly $1.5 billion of vehicle inventory at the end of the first quarter. ",CarMax,positive
